schema,natural_language_query,corret_mongo_query,incorrect_mongo_query
"{
  ""collections"": [
    {
      ""name"": ""traffic_violation_events"",
      ""document"": {
        ""properties"": {
          ""event_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""violation_type"": { ""bsonType"": ""string"", ""enum"": [""speeding"", ""red_light"", ""wrong_way"", ""illegal_turn"", ""no_seatbelt""] },
          ""confidence_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""vehicle"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""type"": { ""bsonType"": ""string"" },
              ""color"": { ""bsonType"": ""string"" },
              ""license_plate"": { ""bsonType"": ""string"" },
              ""speed"": { ""bsonType"": ""double"" }
            }
          },
          ""location"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""latitude"": { ""bsonType"": ""double"" },
              ""longitude"": { ""bsonType"": ""double"" },
              ""road_name"": { ""bsonType"": ""string"" }
            }
          },
          ""evidence"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""type"": { ""bsonType"": ""string"", ""enum"": [""image"", ""video""] },
                ""url"": { ""bsonType"": ""string"" },
                ""timestamp"": { ""bsonType"": ""date"" }
              }
            }
          },
          ""fine_amount"": { ""bsonType"": ""double"" }
        }
      }
    }
  ],
  ""version"": 1
}
","Retrieve the five most recent speeding violations with fines below 200, sorted by timestamp in descending order.","db.traffic_violation_events.find({ ""violation_type"": ""speeding"", ""fine_amount"": { $lt: 200 } }).sort({ ""timestamp"": -1 }).limit(5);","db.traffic_violation_events.find({ ""violation_type"": ""speeding"", ""fine_amount"": { $gt: 200 } }).sort({ ""timestamp"": 1 }).limit(5);"
"{
  ""collections"": [
    {
      ""name"": ""person_tracking_events"",
      ""document"": {
        ""properties"": {
          ""event_id"": { ""bsonType"": ""string"" },
          ""person_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""bounding_box"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" },
              ""height"": { ""bsonType"": ""int"" }
            }
          },
          ""trajectory"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""x"": { ""bsonType"": ""int"" },
                ""y"": { ""bsonType"": ""int"" },
                ""timestamp"": { ""bsonType"": ""date"" }
              }
            }
          },
          ""appearance"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""upper_body_color"": { ""bsonType"": ""string"" },
              ""lower_body_color"": { ""bsonType"": ""string"" },
              ""height"": { ""bsonType"": ""double"" }
            }
          },
          ""associated_objects"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""object_id"": { ""bsonType"": ""string"" },
                ""object_type"": { ""bsonType"": ""string"" },
                ""interaction_type"": { ""bsonType"": ""string"" }
              }
            }
          },
          ""zones_visited"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"":
",Retrieve records with trajectory points where x is greater than 50 and y is less than 100.,"db.person_tracking_events.find({ ""trajectory"": { $elemMatch: { ""x"": { $gt: 50 }, ""y"": { $lt: 100 } } } })","db.invalid_collection.find({ ""path"": { $elemMatch: { ""x_value"": { $gt: ""50"" }, ""y_value"": { $lt: ""100"" } } } })"
"{
  ""collections"": [
    {
      ""name"": ""license_plate_detections"",
      ""document"": {
        ""properties"": {
          ""detection_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""plate_number"": { ""bsonType"": ""string"" },
          ""confidence_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""vehicle_type"": { ""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""van""] },
          ""country_code"": { ""bsonType"": ""string"" },
          ""state_code"": { ""bsonType"": ""string"" },
          ""plate_color"": { ""bsonType"": ""string"" },
          ""vehicle_color"": { ""bsonType"": ""string"" },
          ""bounding_box"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" },
              ""height"": { ""bsonType"": ""int"" }
            }
          },
          ""ocr_confidence"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""character_confidences"": {
            ""bsonType"": ""array"",
            ""items"": { ""bsonType"": ""double"" }
          },
          ""matched_database"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""database_name"": { ""bsonType"": ""string"" },
              ""match_confidence"": { ""bsonType"": ""double"" },
              ""last_seen_date"": { ""bsonType"": ""date"" },
              ""owner_info"": {
                ""bsonType"": ""object"",
                ""properties"": {
                  ""name"": { ""bsonType"": ""string"" },
                  ""address"": { ""bsonType"": ""string"" }
                }
              }
            }
          },
          ""vehicle_speed"": { ""bsonType"": ""double"" },
          ""direction_of_travel"": { ""bsonType"": ""string"", ""enum"": [""N"", ""S"", ""E"", ""W"", ""NE"", ""NW"", ""SE"", ""SW""] }
        }
      }
    }
  ],
  ""version"": 1
}
","Count the total number of violations for camera 'CAM123' where vehicle speeds exceeded 60 units, sorted by detection time in ascending order.","db.license_plate_detections.aggregate([{ $match: { camera_id: 'CAM123', vehicle_speed: { $gt: 60 } } }, { $sort: { timestamp: 1 } }, { $group: { _id: null, totalViolations: { $sum: 1 } } }]);","db.violations.aggregate([{ $match: { cam_id: 'CAM123', vehicle_speed: { $gt: '60' } } }, { $sort: { time_of_detection: 1 } }, { $group: { _id: null, totalViolations: { $sum: 1 } } }]);"
"{
  ""collections"": [
    {
      ""name"": ""object_left_behind_events"",
      ""document"": {
        ""properties"": {
          ""event_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""object_type"": { ""bsonType"": ""string"" },
          ""confidence_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""bounding_box"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" },
              ""height"": { ""bsonType"": ""int"" }
            }
          },
          ""duration_stationary"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" },
          ""color"": { ""bsonType"": ""string"" },
          ""size"": { ""bsonType"": ""string"", ""enum"": [""small"", ""medium"", ""large""] },
          ""associated_person"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""person_id"": { ""bsonType"": ""string"" },
              ""last_seen"": { ""bsonType"": ""date"" }
            }
          },
          ""risk_level"": { ""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5 }
        }
      }
    }
  ],
  ""version"": 1
}
",Select events for bags left behind with a confidence score of at least 0.85 and a risk level of 3 or 4.,"db.object_left_behind_events.find({ ""object_type"": ""bag"", ""confidence_score"": { $gte: 0.85 }, ""risk_level"": { $in: [3, 4] } });","db.object_left_behind_events.find({ ""object_type"": ""bag"", ""confidence_score"": { $lt: 0.85 }, ""risk_level"": { $nin: [3, 4] } });"
"{
  ""collections"": [
    {
      ""name"": ""crowd_density"",
      ""document"": {
        ""properties"": {
          ""analysis_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""total_people_count"": { ""bsonType"": ""int"" },
          ""density_per_square_meter"": { ""bsonType"": ""double"" },
          ""hotspots"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""x"": { ""bsonType"": ""int"" },
                ""y"": { ""bsonType"": ""int"" },
                ""radius"": { ""bsonType"": ""int"" },
                ""density"": { ""bsonType"": ""double"" }
              }
            }
          },
          ""flow_vectors"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""start_x"": { ""bsonType"": ""int"" },
                ""start_y"": { ""bsonType"": ""int"" },
                ""end_x"": { ""bsonType"": ""int"" },
                ""end_y"": { ""bsonType"": ""int"" },
                ""magnitude"": { ""bsonType"": ""double"" }
              }
            }
          },
          ""age_distribution"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""children"": { ""bsonType"": ""double"" },
              ""adults"": { ""bsonType"": ""double"" },
              ""seniors"": { ""bsonType"": ""double"" }
            }
          },
          ""gender_ratio"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""male"": { ""bsonType"": ""double"" },
              ""female"": { ""bsonType"": ""double"" }
            }
          },
          ""social_distancing_compliance"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""mask_wearing_compliance"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 }
        }
      }
    }
  ],
  ""version"": 1
}
",Select records where children are more than 20 and adults exceed 50 in the age distribution.,"db.crowd_density.find({""age_distribution.children"": {$gt: 20}, ""age_distribution.adults"": {$gt: 50}});","db.crowd_density.find({""age_distribution.children"": {$lt: 20}, ""age_distribution.adults"": {$lt: 50}});"
"{
  ""collections"": [
    {
      ""name"": ""anomaly_detection_events"",
      ""document"": {
        ""properties"": {
          ""event_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""anomaly_type"": { ""bsonType"": ""string"", ""enum"": [""behavior"", ""object"", ""trajectory"", ""speed""] },
          ""confidence_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""bounding_box"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" },
              ""height"": { ""bsonType"": ""int"" }
            }
          },
          ""description"": { ""bsonType"": ""string"" },
          ""severity"": { ""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5 },
          ""associated_objects"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""object_id"": { ""bsonType"": ""string"" },
                ""object_type"": { ""bsonType"": ""string"" }
              }
            }
          },
          ""normal_pattern"": { ""bsonType"": ""string"" },
          ""anomalous_pattern"": { ""bsonType"": ""string"" },
          ""duration"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" }
        }
      }
    }
  ],
  ""version"": 1
}
","List speed anomalies with a confidence score below 0.5 and 'fast' in the description, case insensitive.","db.anomaly_detection_events.find({ ""anomaly_type"": ""speed"", ""confidence_score"": { $lt: 0.5 }, ""description"": { $regex: /fast/i } });","db.anomaly_detection_events.find({ ""anomaly_type"": ""speed"", ""confidence_score"": { $lt: 0.5 ""description"": { $regex: /fast/i } });"
"{
  ""collections"": [
    {
      ""name"": ""person_detections"",
      ""document"": {
        ""properties"": {
          ""detection_id"": {
            ""bsonType"": ""string"",
            ""description"": ""Unique identifier for the detection event""
          },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""bounding_box"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" },
              ""height"": { ""bsonType"": ""int"" }
            }
          },
          ""confidence_score"": { ""bsonType"": ""double"", ""description"": ""Detection confidence between 0 and 1"" },
          ""gender"": { ""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""] },
          ""age_group"": { ""bsonType"": ""string"", ""enum"": [""child"", ""teen"", ""adult"", ""senior""] },
          ""clothing"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""top_color"": { ""bsonType"": ""string"" },
              ""bottom_color"": { ""bsonType"": ""string"" }
            }
          },
          ""direction"": { ""bsonType"": ""string"", ""enum"": [""north"", ""south"", ""east"", ""west""] },
          ""speed"": { ""bsonType"": ""double"", ""description"": ""In m/s"" },
          ""facial_attributes"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""has_glasses"": { ""bsonType"": ""bool"" },
              ""has_beard"": { ""bsonType"": ""bool"" }
            }
          }
        }
      }
    }
  ],
  ""version"": 1
}
","Retrieve the latest five detections from camera 'CAM123', sorted by timestamp in descending order.","db.person_detections.find({ ""camera_id"": ""CAM123"" }).sort({ ""timestamp"": -1 }).limit(5);","db.person_detection.find({ ""camera_name"": ""CAM123"" }).sort({ ""time_recorded"": ""1"" }).limit(5);"
"{
  ""collections"": [
    {
      ""name"": ""license_plate_detections"",
      ""document"": {
        ""properties"": {
          ""detection_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""plate_number"": { ""bsonType"": ""string"" },
          ""confidence_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""vehicle_type"": { ""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus"", ""van""] },
          ""country_code"": { ""bsonType"": ""string"" },
          ""state_code"": { ""bsonType"": ""string"" },
          ""plate_color"": { ""bsonType"": ""string"" },
          ""vehicle_color"": { ""bsonType"": ""string"" },
          ""bounding_box"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" },
              ""height"": { ""bsonType"": ""int"" }
            }
          },
          ""ocr_confidence"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""character_confidences"": {
            ""bsonType"": ""array"",
            ""items"": { ""bsonType"": ""double"" }
          },
          ""matched_database"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""database_name"": { ""bsonType"": ""string"" },
              ""match_confidence"": { ""bsonType"": ""double"" },
              ""last_seen_date"": { ""bsonType"": ""date"" },
              ""owner_info"": {
                ""bsonType"": ""object"",
                ""properties"": {
                  ""name"": { ""bsonType"": ""string"" },
                  ""address"": { ""bsonType"": ""string"" }
                }
              }
            }
          },
          ""vehicle_speed"": { ""bsonType"": ""double"" },
          ""direction_of_travel"": { ""bsonType"": ""string"", ""enum"": [""N"", ""S"", ""E"", ""W"", ""NE"", ""NW"", ""SE"", ""SW""] }
        }
      }
    }
  ],
  ""version"": 1
}
",Get vehicle records where the type is car and the confidence score exceeds 0.8.,"db.license_plate_detections.find({ ""vehicle_type"": ""car"", ""confidence_score"": { $gt: 0.8 } });","db.vehicle_records.find({ ""car_type"": ""car"", ""confidence_score"": { $gt: ""0.8"" } });"
"{
  ""collections"": [
    {
      ""name"": ""anomaly_events"",
      ""document"": {
        ""properties"": {
          ""anomaly_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""anomaly_type"": { ""bsonType"": ""string"", ""enum"": [""motion"", ""object"", ""behavior"", ""sound""] },
          ""severity_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 10 },
          ""duration"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" },
          ""location"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""zone_id"": { ""bsonType"": ""string"" }
            }
          },
          ""detected_objects"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""object_type"": { ""bsonType"": ""string"" },
                ""confidence"": { ""bsonType"": ""double"" },
                ""bounding_box"": {
                  ""bsonType"": ""object"",
                  ""properties"": {
                    ""x"": { ""bsonType"": ""int"" },
                    ""y"": { ""bsonType"": ""int"" },
                    ""width"": { ""bsonType"": ""int"" },
                    ""height"": { ""bsonType"": ""int"" }
                  }
                }
              }
            }
          },
          ""audio_features"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""decibel_level"": { ""bsonType"": ""double"" },
              ""frequency_range"": {
                ""bsonType"": ""array"",
                ""items"": { ""bsonType"": ""double"" }
              }
            }
          },
          ""environmental_factors"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""lighting_level"": { ""bsonType"": ""int"", ""minimum"": 0, ""maximum"": 100 },
              ""temperature"": { ""bsonType"": ""double"" },
              ""humidity"": { ""bsonType"": ""double"" }
            }
          }
        }
      }
    }
  ],
  ""version"": 1
}
","Retrieve the anomaly IDs, camera IDs, and timestamps of events where a person was detected and the event duration exceeded 10 seconds.","db.anomaly_events.find({ ""detected_objects.object_type"": ""person"", ""duration"": { $gt: 10 } }).project({ anomaly_id: 1, camera_id: 1, timestamp: 1 });","db.anomaly_events.find({ ""duration"": { $gt: 10 } }).project({ anomaly_id: 1, camera_id: 1 });"
"{
  ""collections"": [
    {
      ""name"": ""suspicious_activities"",
      ""document"": {
        ""properties"": {
          ""activity_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""activity_type"": { 
            ""bsonType"": ""string"", 
            ""enum"": [""loitering"", ""trespassing"", ""theft"", ""vandalism"", ""fighting"", ""suspicious_package""]
          },
          ""confidence_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 1 },
          ""duration"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" },
          ""location"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""zone_id"": { ""bsonType"": ""string"" },
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" }
            }
          },
          ""persons_involved"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""person_id"": { ""bsonType"": ""string"" },
                ""role"": { ""bsonType"": ""string"", ""enum"": [""perpetrator"", ""victim"", ""bystander""] },
                ""bounding_box"": {
                  ""bsonType"": ""object"",
                  ""properties"": {
                    ""x"": { ""bsonType"": ""int"" },
                    ""y"": { ""bsonType"": ""int"" },
                    ""width"": { ""bsonType"": ""int"" },
                    ""height"": { ""bsonType"": ""int"" }
                  }
                }
              }
            }
          },
          ""objects_involved"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""object_type"": { ""bsonType"": ""string"" },
                ""bounding_box"": {
                  ""bsonType"": ""object"",
                  ""properties"": {
                    ""x"": { ""bsonType"": ""int"" },
                    ""y"": { ""bsonType"": ""int"" },
                    ""width"": { ""bsonType"": ""int"" },
                    ""height"": { ""bsonType"": ""int"" }
                  }
                }
              }
            }
          },
          ""associated_events"": {
            ""bsonType"": ""array"",
            ""items"": { ""bsonType"": ""string"" }
          },
          ""environmental_factors"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""lighting_condition"": { ""bsonType"": ""string"" },
              ""weather_condition"": { ""bsonType"": ""string"" },
              ""crowd_density"": { ""bsonType"": ""double"" }
            }
          },
          ""alert_level"": { ""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5 }
        }
      }
    }
  ],
  ""version"": 1
}
",Select records with a victim participant and an alert level of 5.,"db.suspicious_activities.find({ ""persons_involved.role"": ""victim"", ""alert_level"": 5 });","db.suspicious_activities.find({ ""$or"": [{ ""persons_involved.role"": ""victim"" }, { ""alert_level"": { ""$lt"": 5 } }] });"
"{
  ""collections"": [
    {
      ""name"": ""anomaly_events"",
      ""document"": {
        ""properties"": {
          ""anomaly_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""anomaly_type"": { ""bsonType"": ""string"", ""enum"": [""motion"", ""object"", ""behavior"", ""sound""] },
          ""severity_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 10 },
          ""duration"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" },
          ""location"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""zone_id"": { ""bsonType"": ""string"" }
            }
          },
          ""detected_objects"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""object_type"": { ""bsonType"": ""string"" },
                ""confidence"": { ""bsonType"": ""double"" },
                ""bounding_box"": {
                  ""bsonType"": ""object"",
                  ""properties"": {
                    ""x"": { ""bsonType"": ""int"" },
                    ""y"": { ""bsonType"": ""int"" },
                    ""width"": { ""bsonType"": ""int"" },
                    ""height"": { ""bsonType"": ""int"" }
                  }
                }
              }
            }
          },
          ""audio_features"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""decibel_level"": { ""bsonType"": ""double"" },
              ""frequency_range"": {
                ""bsonType"": ""array"",
                ""items"": { ""bsonType"": ""double"" }
              }
            }
          },
          ""environmental_factors"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""lighting_level"": { ""bsonType"": ""int"", ""minimum"": 0, ""maximum"": 100 },
              ""temperature"": { ""bsonType"": ""double"" },
              ""humidity"": { ""bsonType"": ""double"" }
            }
          }
        }
      }
    }
  ],
  ""version"": 1
}
","Group records by camera_id and calculate the average temperature for each camera, keeping only those with an average below 25 degrees.","db.anomaly_events.aggregate([{ $group: { _id: ""$camera_id"", avg_temperature: { $avg: ""$environmental_factors.temperature"" } } }, { $match: { avg_temperature: { $lt: 25 } } }])","db.anomaly_events.aggregate([{ $group: { _id: ""$camera_id"", avg_temperature: { $avg: ""$environmental_factors.temperature"" }, { $match: { avg_temperature: $lt: 25 } } } })"
"{
  ""collections"": [
    {
      ""name"": ""anomaly_events"",
      ""document"": {
        ""properties"": {
          ""anomaly_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""timestamp"": { ""bsonType"": ""date"" },
          ""anomaly_type"": { ""bsonType"": ""string"", ""enum"": [""motion"", ""object"", ""behavior"", ""sound""] },
          ""severity_score"": { ""bsonType"": ""double"", ""minimum"": 0, ""maximum"": 10 },
          ""duration"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" },
          ""location"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""x"": { ""bsonType"": ""int"" },
              ""y"": { ""bsonType"": ""int"" },
              ""zone_id"": { ""bsonType"": ""string"" }
            }
          },
          ""detected_objects"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""object_type"": { ""bsonType"": ""string"" },
                ""confidence"": { ""bsonType"": ""double"" },
                ""bounding_box"": {
                  ""bsonType"": ""object"",
                  ""properties"": {
                    ""x"": { ""bsonType"": ""int"" },
                    ""y"": { ""bsonType"": ""int"" },
                    ""width"": { ""bsonType"": ""int"" },
                    ""height"": { ""bsonType"": ""int"" }
                  }
                }
              }
            }
          },
          ""audio_features"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""decibel_level"": { ""bsonType"": ""double"" },
              ""frequency_range"": {
                ""bsonType"": ""array"",
                ""items"": { ""bsonType"": ""double"" }
              }
            }
          },
          ""environmental_factors"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""lighting_level"": { ""bsonType"": ""int"", ""minimum"": 0, ""maximum"": 100 },
              ""temperature"": { ""bsonType"": ""double"" },
              ""humidity"": { ""bsonType"": ""double"" }
            }
          }
        }
      }
    }
  ],
  ""version"": 1
}
",Get the maximum duration of anomalies for each type where the x-coordinate is at least 100 and the y-coordinate is less than 200.,"db.anomaly_events.aggregate([{ $match: { 'location.x': { $gte: 100 }, 'location.y': { $lt: 200 } } }, { $group: { _id: '$anomaly_type', maxDuration: { $max: '$duration' } } }])","db.anomaly_events.aggregate([{ $match: { 'location.x': { $lt: 100 }, 'location.y': { $gte: 200 } } }, { $group: { _id: '$anomaly_type', maxDuration: { $max: '$duration' } } }])"
"{
  ""collections"": [
    {
      ""name"": ""object_tracking"",
      ""document"": {
        ""properties"": {
          ""tracking_id"": { ""bsonType"": ""string"" },
          ""camera_id"": { ""bsonType"": ""string"" },
          ""object_type"": { ""bsonType"": ""string"", ""enum"": [""person"", ""vehicle"", ""animal"", ""baggage""] },
          ""start_timestamp"": { ""bsonType"": ""date"" },
          ""end_timestamp"": { ""bsonType"": ""date"" },
          ""duration"": { ""bsonType"": ""int"", ""description"": ""Duration in seconds"" },
          ""trajectory"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""timestamp"": { ""bsonType"": ""date"" },
                ""x"": { ""bsonType"": ""int"" },
                ""y"": { ""bsonType"": ""int"" },
                ""velocity"": { ""bsonType"": ""double"" },
                ""acceleration"": { ""bsonType"": ""double"" }
              }
            }
          },
          ""average_speed"": { ""bsonType"": ""double"" },
          ""max_speed"": { ""bsonType"": ""double"" },
          ""distance_traveled"": { ""bsonType"": ""double"" },
          ""zones_visited"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""zone_id"": { ""bsonType"": ""string"" },
                ""entry_time"": { ""bsonType"": ""date"" },
                ""exit_time"": { ""bsonType"": ""date"" }
              }
            }
          },
          ""interactions"": {
            ""bsonType"": ""array"",
            ""items"": {
              ""bsonType"": ""object"",
              ""properties"": {
                ""interaction_id"": { ""bsonType"": ""string"" },
                ""object_id"": { ""bsonType"": ""string"" },
                ""interaction_type"": { ""bsonType"": ""string"" },
                ""start_time"": { ""bsonType"": ""date"" },
                ""end_time"": { ""bsonType"": ""date"" },
                ""duration"": { ""bsonType"": ""int"" }
              }
            }
          },
          ""appearance_features"": {
            ""bsonType"": ""object"",
            ""properties"": {
              ""color_histogram"": {
                ""bsonType"": ""array"",
                ""items"": { ""bsonType"": ""double"" }
              },
              ""height"": { ""bsonType"": ""int"" },
              ""width"": { ""bsonType"": ""int"" }
            }
          }
        }
      }
    }
  ],
  ""version"": 1
}
",Retrieve records of objects classified as 'person' or 'animal' that have a distance traveled greater than 100 units.,"db.object_tracking.find({ ""object_type"": { $in: [""person"", ""animal""] }, ""distance_traveled"": { $gt: 100 } })","db.object_monitoring.find({ ""type_of_object"": { $in: [""human"", ""creature""] }, ""distance_traveled"": { $gt: ""100"" } })"
