schema,sql_query,natural_language_query
"CREATE TABLE department_2001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT,
  ""ManagerID"" INTEGER,
  FOREIGN KEY (""ManagerID"") REFERENCES employee_1001(""EmployeeID"")
);

CREATE TABLE employee_department_2002 (
  ""EmployeeID"" INTEGER,
  ""DepartmentID"" INTEGER,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""DepartmentID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""DepartmentID"") REFERENCES department_2001(""DepartmentID"")
)
","
SELECT d.DepartmentName, MIN(e.StartDate) AS FirstEmployeeStartDate FROM department_2001 d JOIN employee_department_2002 e ON d.DepartmentID = e.DepartmentID GROUP BY d.DepartmentName ORDER BY FirstEmployeeStartDate ASC","List the names of departments along with the earliest start date of any employee in each department, and arrange the results by the earliest start date in ascending order."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM project_2003; ,"""Retrieve all details about the projects from the year 2003."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT ProjectID, ProjectName FROM project_2003; ","""List the Project IDs and the names of all projects."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT StartDate, EndDate FROM project_2003 WHERE ProjectID = 1; ","""Retrieve the start and end dates for the project with an ID of 1."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT * FROM employee_projects_2004; ,"Retrieve all the information about the projects that employees were assigned to in 2004, including details like employee ID, project ID, and their roles in those projects."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT EmployeeID, ProjectID FROM employee_projects_2004 WHERE Role = 'Developer'; ",Find the IDs of employees who have the role of 'Developer' and the projects they are assigned to.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT DISTINCT Role FROM employee_projects_2004; ,"""List all the unique roles that employees have worked on projects."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT ProjectID, COUNT(EmployeeID) FROM employee_projects_2004 GROUP BY ProjectID; ",Count the number of employees assigned to each project.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT EmployeeID, ProjectID FROM employee_projects_2004 WHERE AssignmentStart > '2023-01-01'; ","""Retrieve the Employee IDs and Project IDs for all employees who started their assignments on projects after January 1, 2023."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT ProjectName FROM project_2003 WHERE StartDate < '2022-01-01'; ,"Find the names of projects that started before January 1, 2022."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT ProjectID, Role FROM employee_projects_2004 WHERE AssignmentEnd IS NULL; ","Find the Project IDs and roles of employees who are currently assigned to projects, where their assignment has not yet ended."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT p.ProjectName, ep.Role FROM project_2003 p JOIN employee_projects_2004 ep ON p.ProjectID = ep.ProjectID; ",Retrieve the names of projects along with the roles of employees who are assigned to those projects.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT * FROM project_2003 WHERE EndDate > '2023-01-01'; ,"List all the projects that are still ongoing as of January 1, 2023."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT COUNT(*) FROM employee_projects_2004 WHERE EmployeeID = 123; ,"""Count how many projects the employee with ID 123 is assigned to."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT EmployeeID, COUNT(ProjectID) FROM employee_projects_2004 GROUP BY EmployeeID; ",Count the number of projects each employee is assigned to.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT ProjectName FROM project_2003 WHERE ProjectName LIKE '%Project%'; ,"Find the names of projects that include the word ""Project"" in their title."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT EmployeeID FROM employee_projects_2004 WHERE Role = 'Manager' AND AssignmentStart < '2023-01-01'; ,"Find the IDs of employees who are assigned the role of 'Manager' and started their assignment before January 1, 2023."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT MAX(EndDate) FROM project_2003; ,Determine the latest end date of all projects.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT ProjectID FROM employee_projects_2004 WHERE AssignmentEnd < '2022-12-31'; ,"""Retrieve the Project IDs of all projects where the assignment of employees ended before December 31, 2022."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
", SELECT DISTINCT ProjectID FROM employee_projects_2004 WHERE Role = 'Tester'; ,"""List the unique project IDs for projects where the role of the employee is 'Tester'."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
"," SELECT p.ProjectName, ep.EmployeeID FROM employee_projects_2004 ep JOIN project_2003 p ON ep.ProjectID = p.ProjectID WHERE ep.Role = 'Lead';","""List the names of projects along with the IDs of employees who have the role of 'Lead' in those projects."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM project_2003;,"""Retrieve all information about the projects listed in the database."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM employee_projects_2004;,"Retrieve all records from the employee projects table, including details about each employee's project assignments."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT ProjectName FROM project_2003 WHERE ProjectID = 1;,Retrieve the name of the project with the ID of 1.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT EmployeeID, ProjectID FROM employee_projects_2004 WHERE Role = 'Manager';",Find the Employee IDs and Project IDs of employees who have the role of Manager in the projects they are assigned to.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT ProjectName, StartDate FROM project_2003 WHERE EndDate > '2023-12-31';","Retrieve the names and start dates of projects that will end after December 31, 2023."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT Role FROM employee_projects_2004 WHERE EmployeeID = 1001;,"""Retrieve the role of the employee with the ID of 1001 in the project records."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT ProjectName FROM project_2003 ORDER BY StartDate DESC;,"""List the names of projects and arrange them starting from the most recently begun."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT EmployeeID, ProjectID FROM employee_projects_2004 WHERE AssignmentStart < '2023-01-01';","Retrieve the Employee IDs and Project IDs for all employees who started their assignments before January 1, 2023."
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT DISTINCT Role FROM employee_projects_2004;,"""List all the unique roles that employees have in the projects."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT COUNT(*) AS TotalProjects FROM project_2003;,"""Count the total number of projects listed in the project_2003 table."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT ProjectID, COUNT(EmployeeID) FROM employee_projects_2004 GROUP BY ProjectID;","""Count the number of employees assigned to each project."""
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT ProjectName FROM project_2003 WHERE ProjectID IN (SELECT ProjectID FROM employee_projects_2004 WHERE EmployeeID = 1001);,Find the names of projects that are assigned to the employee with the ID 1001.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT EmployeeID, COUNT(ProjectID) AS ProjectCount FROM employee_projects_2004 GROUP BY EmployeeID;",Count the number of projects each employee is assigned to.
"CREATE TABLE project_2003 (
  ""ProjectID"" INTEGER PRIMARY KEY,
  ""ProjectName"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP
);

CREATE TABLE employee_projects_2004 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""AssignmentStart"" TIMESTAMP,
  ""AssignmentEnd"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_1001(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT e.EmployeeID, p.ProjectName FROM employee_projects_2004 e JOIN project_2003 p ON e.ProjectID = p.ProjectID WHERE e.Role = 'Developer';","Find the IDs of employees who worked as developers on projects, and also get the names of those projects."
