schema,mongo_query,natural_language_query,additional_info
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""camera_id"": ""C12345""})",Find all vehicle events captured by camera ID 'C12345'.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.attributes.condition"": ""damaged""}).sort({""timestamp"": -1}).limit(5)",Retrieve the last 5 events involving vehicles that are damaged.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.license_plate"": ""XYZ-123""})",Show all events involving vehicles with the license plate 'XYZ-123'.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""camera_id"": ""camera_567"", ""vehicle.attributes.speed"": {""$gt"": 100}})",Find all events captured by 'camera_567' that involve speeding vehicles.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.type"": ""bus"", ""timestamp"": {""$gte"": ISODate(""2024-01-15T00:00:00Z""), ""$lt"": ISODate(""2024-01-16T00:00:00Z"")}})",List vehicles that are of type 'bus' recorded on '2024-01-15'.,date: 2024-01-15
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""timestamp"": {""$gte"": ISODate('2024-03-08T00:00:00Z'), ""$lt"": ISODate('2024-03-15T00:00:00Z')}}).sort({""vehicle.attributes.speed"": -1}).limit(10)",Show the top 10 highest speed vehicle events captured in the last 7 days.,between: '2024-03-08' and '2024-03-15'
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.attributes.speed"": {""$gt"": 100}})",List events where vehicles were moving at a speed greater than 100 km/h.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""timestamp"": {""$gte"": ISODate('2024-02-01T00:00:00Z'), ""$lt"": ISODate('2024-02-11T00:00:00Z')}})",Find all recorded events between '2024-02-01' and '2024-02-10'.,between: '2024-02-01' and '2024-02-10'
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.alert_level"": 5}, {""occupants"": 1})",Show occupants from any event where vehicles have alert levels of 5.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""timestamp"": {""$gte"": ISODate(""2024-01-05T00:00:00Z""), ""$lt"": ISODate(""2024-01-06T00:00:00Z"")}, ""occupants"": {""$elemMatch"": {""gender"": ""female"", ""age"": {""$gt"": 30}}}})",Retrieve events with any female occupants aged over 30 recorded on '2024-01-05'.,date: 2024-01-05
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.color"": ""red"", ""timestamp"": {""$gte"": ISODate(""2024-02-20T12:00:00Z""), ""$lt"": ISODate(""2024-02-25T12:00:00Z"")}})",Find vehicles of color red that have been recorded between '2024-02-20T12:00:00Z' and '2024-02-25T12:00:00Z'.,between: '2024-02-20T12:00:00Z' and '2024-02-25T12:00:00Z'
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.type"": ""motorcycle"", ""vehicle.attributes.speed"": {""$gte"": 100}}).sort({""timestamp"": -1}).limit(5)",List the latest 5 vehicle events involving high-speed motorcycles.,na
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""vehicle.make"": ""Toyota"", ""alert_level"": {""$gte"": 4}, ""timestamp"": {""$gte"": ISODate('2024-02-10T00:00:00Z'), ""$lt"": ISODate('2024-03-10T00:00:00Z')}})",List all events that involved a vehicle make 'Toyota' with a high alert level over the past month.,between: '2024-02-10' and '2024-03-10'
"{""collections"": [{""name"": ""vehicle_monitoring_events"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera that captured the event""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle's license plate number""}, ""make"": {""bsonType"": ""string"", ""description"": ""Manufacturer of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""type"": {""bsonType"": ""string"", ""enum"": [""car"", ""truck"", ""motorcycle"", ""bus""], ""description"": ""Type of vehicle""}, ""attributes"": {""bsonType"": ""object"", ""properties"": {""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle in km/h""}, ""condition"": {""bsonType"": ""string"", ""enum"": [""new"", ""used"", ""damaged""], ""description"": ""Condition of the vehicle""}}}}}, ""occupants"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the occupant""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""unknown""], ""description"": ""Gender of the occupant""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Predominant color of the occupant's clothing""}}}, ""description"": ""List of occupants inside the vehicle""}, ""alert_level"": {""bsonType"": ""int"", ""minimum"": 1, ""maximum"": 5, ""description"": ""Severity of the event (1: low, 5: high)""}}}}], ""version"": 1}","db.vehicle_monitoring_events.find({""timestamp"": {""$gte"": ISODate(""2024-01-20T00:00:00Z""), ""$lt"": ISODate(""2024-01-21T00:00:00Z"")}, ""occupants.age"": {""$lt"": 18}})",Retrieve events from '2024-01-20' where occupants are under 18.,date: 2024-01-20
