schema,mongo_query,natural_language_query,additional_info
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({date_time: {$gte: ISODate('2024-02-05T00:00:00Z'), $lt: ISODate('2024-02-06T00:00:00Z')}, witness_statements: {$regex: 'accident', $options: 'i'}})",Find incidents with 'accident' in the witness statements reported in 2024-02-05,current time is '2024-02-05T08:00:00Z'
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}",db.traffic_incidents.find({}).sort({date_time: -1}).limit(10),Get details of the latest 10 traffic incidents,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}",db.traffic_incidents.find({ 'witness_statements.1': { $exists: true } }),Show all incidents that have statements from multiple witnesses,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}",db.traffic_incidents.find({ 'involved_persons.injury_level': { $gte: 5 } }),Find all traffic incidents where witnesses reported critical injury,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}",db.traffic_incidents.find({ 'involved_persons.age': { $gt: 60 } }),List incidents where a person was involved who is over 60 years old,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}",db.traffic_incidents.find({ 'vehicles_involved.color': 'red' }),Retrieve all incidents involving a red vehicle,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({ 'involved_persons.age': 25, 'involved_persons.injury_level': { $gt: 0 } })",Show incidents where a person aged 25 was injured,na
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({date_time: {$gt: ISODate('2024-02-20T00:00:00Z'), location: {city: 'Los Angeles'}}})",Retrieve incidents that occurred after 2024-02-20 in Los Angeles,current time is '2024-02-21T15:30:00Z'
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({ 'location.city': 'New York City', 'date_time': { $gte: ISODate('2024-03-12T00:00:00Z'), $lt: ISODate('2024-03-13T00:00:00Z') } })",List incidents in New York City reported on 2024-03-12,current time is '2024-03-12T10:00:00Z'
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({date_time: {$gte: ISODate('2024-03-05T00:00:00Z'), $lt: ISODate('2024-03-06T00:00:00Z')}, vehicles_involved: {$elemMatch: {vehicle_type: 'motorcycle'}}})",Find incidents with motorcycles involved on 2024-03-05,current time is '2024-03-05T14:00:00Z'
"{""collections"": [{""name"": ""traffic_incidents"", ""document"": {""properties"": {""incident_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic incident""}, ""date_time"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""object"", ""properties"": {""city"": {""bsonType"": ""string"", ""description"": ""City where the incident happened""}, ""zip_code"": {""bsonType"": ""string"", ""description"": ""Zip code of the incident location""}}}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident on a scale of 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_type"": {""bsonType"": ""string"", ""description"": ""Type of the vehicle involved (e.g., car, truck, motorcycle)""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate of the vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person involved in the incident""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person involved""}, ""injury_level"": {""bsonType"": ""int"", ""description"": ""Injury level of the person on a scale from 0 (none) to 5 (critical)""}}}}, ""witness_statements"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""string"", ""description"": ""Statements given by witnesses about the incident""}}, ""officer_reported"": {""bsonType"": ""string"", ""description"": ""ID of the officer who reported the incident""}}}}], ""version"": 1}","db.traffic_incidents.find({date_time: {$gte: ISODate('2024-03-01T00:00:00Z'), $lt: ISODate('2024-04-01T00:00:00Z')}, 'vehicles_involved.make': 'Ford'})",List incidents from March 2024 that involve vehicles from Ford,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the report""}, ""incident_timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""string"", ""description"": ""Location of the incident""}, ""vehicle_details"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (brand)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle license plate number""}}, ""description"": ""Details of the vehicles involved in the incident""}, ""persons_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""name"": {""bsonType"": ""string"", ""description"": ""Name of the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""injury_level"": {""bsonType"": ""string"", ""enum"": [""none"", ""minor"", ""serious""], ""description"": ""Injury level of the person involved""}}}, ""description"": ""Array of persons involved in the incident""}, ""witness_accounts"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""witness_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the witness""}, ""statement"": {""bsonType"": ""string"", ""description"": ""Witness statement or account of the incident""}, ""contact_info"": {""bsonType"": ""string"", ""description"": ""Contact information of the witness""}}}, ""description"": ""Statements from witnesses of the incident""}, ""incident_severity"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident (1 to 5)""}}}}], ""version"": 1}",db.traffic_incident_reports.find({incident_severity: {$gt: 3}}),Find traffic incidents reported with severity level greater than 3,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the report""}, ""incident_timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""string"", ""description"": ""Location of the incident""}, ""vehicle_details"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (brand)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle license plate number""}}, ""description"": ""Details of the vehicles involved in the incident""}, ""persons_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""name"": {""bsonType"": ""string"", ""description"": ""Name of the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""injury_level"": {""bsonType"": ""string"", ""enum"": [""none"", ""minor"", ""serious""], ""description"": ""Injury level of the person involved""}}}, ""description"": ""Array of persons involved in the incident""}, ""witness_accounts"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""witness_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the witness""}, ""statement"": {""bsonType"": ""string"", ""description"": ""Witness statement or account of the incident""}, ""contact_info"": {""bsonType"": ""string"", ""description"": ""Contact information of the witness""}}}, ""description"": ""Statements from witnesses of the incident""}, ""incident_severity"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident (1 to 5)""}}}}], ""version"": 1}","db.traffic_incident_reports.find({incident_timestamp: {$gte: ISODate('2024-02-05T00:00:00Z'), $lt: ISODate('2024-02-11T00:00:00Z')}, 'persons_involved.injury_level': 'minor'})","Get all reports from February 5 to February 10, 2024, with minor injuries",between 2024-02-05T00:00:00Z and 2024-02-10T23:59:59Z
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the report""}, ""incident_timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time when the incident occurred""}, ""location"": {""bsonType"": ""string"", ""description"": ""Location of the incident""}, ""vehicle_details"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Vehicle make (brand)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Vehicle model""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""Vehicle license plate number""}}, ""description"": ""Details of the vehicles involved in the incident""}, ""persons_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person""}, ""name"": {""bsonType"": ""string"", ""description"": ""Name of the person""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""injury_level"": {""bsonType"": ""string"", ""enum"": [""none"", ""minor"", ""serious""], ""description"": ""Injury level of the person involved""}}}, ""description"": ""Array of persons involved in the incident""}, ""witness_accounts"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""witness_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the witness""}, ""statement"": {""bsonType"": ""string"", ""description"": ""Witness statement or account of the incident""}, ""contact_info"": {""bsonType"": ""string"", ""description"": ""Contact information of the witness""}}}, ""description"": ""Statements from witnesses of the incident""}, ""incident_severity"": {""bsonType"": ""int"", ""description"": ""Severity level of the incident (1 to 5)""}}}}], ""version"": 1}","db.traffic_incident_reports.find({ 'vehicle_details.color': 'blue', 'persons_involved.injury_level': 'none' })",Find incidents where the vehicle color is blue and the injury level is none,na
